input_file,angle_deg,trial,stat,channel,sample_index,rssi
deg-110-1_stat-7_rssi.txt,110,1,7,b,183,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,184,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,184,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,185,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,185,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,186,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,186,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,187,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,187,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,188,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,188,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,189,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,189,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,190,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,190,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,191,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,191,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,192,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,192,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,193,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,193,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,194,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,194,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,195,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,195,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,196,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,196,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,197,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,197,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,198,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,198,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,199,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,199,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,200,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,200,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,201,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,201,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,202,62.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,202,81.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,203,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,203,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,204,61.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,204,80.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,205,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,205,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,206,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,206,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,207,62.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,207,81.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,208,62.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,208,80.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,209,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,209,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,210,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,210,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,211,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,211,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,212,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,212,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,213,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,213,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,214,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,214,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,215,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,215,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,216,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,216,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,217,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,217,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,218,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,218,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,219,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,219,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,220,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,220,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,221,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,221,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,222,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,222,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,223,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,223,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,224,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,224,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,225,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,225,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,226,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,226,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,227,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,227,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,228,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,228,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,229,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,229,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,230,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,230,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,231,63.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,231,80.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,232,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,232,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,233,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,233,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,234,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,234,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,235,61.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,235,80.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,236,60.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,236,79.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,237,61.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,237,80.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,238,60.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,238,80.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,239,60.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,239,80.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,240,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,240,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,241,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,241,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,242,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,242,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,243,59.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,243,81.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,244,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,244,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,245,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,245,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,246,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,246,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,247,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,247,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,248,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,248,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,249,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,249,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,250,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,250,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,251,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,251,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,252,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,252,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,253,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,253,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,254,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,254,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,255,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,255,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,256,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,256,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,257,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,257,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,258,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,258,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,259,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,259,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,260,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,260,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,261,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,261,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,262,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,262,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,263,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,263,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,264,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,264,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,265,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,265,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,266,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,266,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,267,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,267,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,268,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,268,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,269,59.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,269,79.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,270,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,270,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,271,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,271,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,272,59.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,272,79.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,273,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,273,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,274,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,274,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,275,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,275,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,276,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,276,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,277,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,277,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,278,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,278,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,279,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,279,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,280,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,280,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,281,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,281,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,282,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,282,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,283,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,283,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,284,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,284,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,285,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,285,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,286,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,286,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,287,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,287,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,288,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,288,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,289,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,289,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,290,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,290,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,291,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,291,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,292,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,292,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,293,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,293,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,294,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,294,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,295,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,295,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,296,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,296,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,297,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,297,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,298,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,298,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,299,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,299,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,300,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,300,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,301,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,301,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,302,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,302,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,303,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,303,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,304,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,304,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,305,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,305,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,306,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,306,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,307,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,307,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,308,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,308,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,309,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,309,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,310,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,310,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,311,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,311,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,312,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,312,72.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,313,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,313,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,314,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,314,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,315,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,315,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,316,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,316,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,317,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,317,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,318,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,318,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,319,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,319,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,320,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,320,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,321,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,321,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,322,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,322,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,323,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,323,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,324,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,324,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,325,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,325,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,326,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,326,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,327,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,327,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,328,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,328,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,329,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,329,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,330,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,330,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,331,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,331,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,332,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,332,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,333,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,333,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,334,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,334,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,335,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,335,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,336,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,336,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,337,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,337,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,338,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,338,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,339,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,339,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,340,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,340,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,341,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,341,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,342,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,342,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,343,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,343,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,344,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,344,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,345,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,345,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,346,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,346,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,347,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,347,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,348,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,348,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,349,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,349,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,350,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,350,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,351,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,351,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,352,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,352,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,353,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,353,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,354,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,354,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,355,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,355,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,356,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,356,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,357,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,357,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,358,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,358,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,359,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,359,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,360,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,360,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,361,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,361,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,362,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,362,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,363,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,363,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,364,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,364,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,365,64.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,365,86.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,366,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,366,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,367,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,367,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,368,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,368,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,369,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,369,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,370,63.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,370,84.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,371,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,371,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,372,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,372,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,373,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,373,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,374,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,374,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,375,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,375,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,376,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,376,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,377,50.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,377,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,378,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,378,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,379,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,379,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,380,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,380,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,381,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,381,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,382,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,382,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,383,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,383,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,384,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,384,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,385,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,385,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,386,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,386,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,387,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,387,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,388,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,388,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,389,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,389,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,390,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,390,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,391,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,391,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,392,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,392,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,393,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,393,71.0
deg-110-1_stat-7_rssi.txt,110,1,7,a,394,49.0
deg-110-1_stat-7_rssi.txt,110,1,7,b,394,71.0
