azimuth,elevation,response
0,21,-2.6910500486046764
0,22,-4.446786875693246
0,23,-6.214532101950526
0,24,-7.941607348061333
0,25,-9.575334234710482
0,26,-11.063034382582796
0,27,-12.352029412363088
0,28,-13.389640944736174
0,29,-14.12319060038687
0,30,-14.5
0,31,-14.457542958308185
0,32,-14.021856152846249
0,33,-13.2731054985023
0,34,-12.291456910164461
0,35,-11.15707630272084
0,36,-9.950129591059552
0,37,-8.75078269006871
0,38,-7.639201514636431
0,39,-6.695551979650822
0,40,-6.0
0,41,-5.675499875302883
0,42,-5.744538414087851
0,43,-6.136580294607212
0,44,-6.781090195113281
0,45,-7.60753279385837
0,46,-8.54537276909479
0,47,-9.52407479907485
0,48,-10.473103562050866
0,49,-11.321923736275146
0,50,-12.0
0,51,-12.464139592838993
0,52,-12.730677163688293
0,53,-12.818368504724113
0,54,-12.745969408122683
0,55,-12.53223566606021
0,56,-12.195923070712922
0,57,-11.755787414257039
0,58,-11.230584488868779
0,59,-10.639070086724358
0,60,-10.0
0,61,-9.286093337284008
0,62,-8.485552129827639
0,63,-7.640356553801526
0,64,-6.792486785376321
0,65,-5.983923000722658
0,66,-5.256645376011184
0,67,-4.6526340874125385
0,68,-4.213869311097366
0,69,-3.9823312232363057
0,70,-4.0
0,71,-4.278728115753171
0,72,-4.76915648679114
0,73,-5.421447952180453
0,74,-6.185765350987661
0,75,-7.01227152227931
0,76,-7.8511293051219475
0,77,-8.65250153858212
0,78,-9.36655106172638
0,79,-9.943440713621266
0,80,-10.333333333333334
0,81,-10.500408513156986
0,82,-10.464912855707398
0,83,-10.261109715532294
0,84,-9.923262447179383
0,85,-9.485634405196379
0,86,-8.982488944131
0,87,-8.448089418530957
0,88,-7.916699182943969
0,89,-7.422581591917744
0,90,-7.0
1,-90,-5.179065767126176
1,-89,-5.266564342722055
1,-88,-5.390525532299899
1,-87,-5.508983601257894
1,-86,-5.619186987246886
1,-85,-5.718384127917713
1,-84,-5.803823460921227
1,-83,-5.872753423908263
1,-82,-5.922422454529672
1,-81,-5.991777390128991
1,-80,-6.096431172339723
1,-79,-5.957442347483786
1,-78,-5.8930474782511135
1,-77,-5.833134824256111
1,-76,-5.749841075926083
1,-75,-5.638340751013837
1,-74,-5.493808367272177
1,-73,-5.311418442453909
1,-72,-5.086345494311842
1,-71,-4.813764040598775
1,-70,-4.477620759286582
1,-69,-4.06864925520129
1,-68,-3.6375760855869466
1,-67,-3.2206429893385398
1,-66,-2.8341713135066287
1,-65,-2.4944824051417767
1,-64,-2.2178976112945445
1,-63,-2.0207382790154944
1,-62,-1.919325755355188
1,-61,-1.952607121745929
1,-60,-2.1003468258725713
1,-59,-2.3246593634449426
1,-58,-2.6457435090280956
1,-57,-3.0474456922341298
1,-56,-3.4976931202884276
1,-55,-3.9644130004163713
1,-54,-4.415532539843345
1,-53,-4.818978945794728
1,-52,-5.142679425495908
1,-51,-5.3119937573093905
